"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WAGELEVEL","LPAY","PC","A","1995",13.8290371671028,
"AUS","WAGELEVEL","LPAY","PC","A","1997",12.1775502145619,
"AUS","WAGELEVEL","LPAY","PC","A","1998",12.7617214281984,
"AUS","WAGELEVEL","LPAY","PC","A","1999",14.3537848280428,
"AUS","WAGELEVEL","LPAY","PC","A","2000",16.3548195076221,
"AUS","WAGELEVEL","LPAY","PC","A","2001",15.5377691303996,
"AUS","WAGELEVEL","LPAY","PC","A","2002",15.1283188803772,
"AUS","WAGELEVEL","LPAY","PC","A","2003",14.920193356645,
"AUS","WAGELEVEL","LPAY","PC","A","2004",15.4543009896955,
"AUS","WAGELEVEL","LPAY","PC","A","2005",15.8155971338919,
"AUS","WAGELEVEL","LPAY","PC","A","2006",15.1551832124049,
"AUS","WAGELEVEL","LPAY","PC","A","2007",15.9726494362297,
"AUS","WAGELEVEL","LPAY","PC","A","2008",17.5107095317818,
"AUS","WAGELEVEL","LPAY","PC","A","2009",14.5199094102225,
"AUS","WAGELEVEL","LPAY","PC","A","2010",15.9802656198485,
"AUS","WAGELEVEL","LPAY","PC","A","2011",16.8549551513812,
"AUS","WAGELEVEL","LPAY","PC","A","2012",17.5887595810257,
"AUS","WAGELEVEL","LPAY","PC","A","2013",15.8805478699985,
"AUS","WAGELEVEL","LPAY","PC","A","2014",14.7529983912524,
"AUS","WAGELEVEL","LPAY","PC","A","2015",15.4360905221714,
"AUS","WAGELEVEL","LPAY","PC","A","2016",15.632662037025,
"AUS","WAGELEVEL","LPAY","PC","A","2017",15.0616443644929,
"AUS","WAGELEVEL","LPAY","PC","A","2018",15.4324258284697,
"AUS","WAGELEVEL","LPAY","PC","A","2019",15.4576924077978,
"AUT","WAGELEVEL","LPAY","PC","A","2004",15.1530881469905,
"AUT","WAGELEVEL","LPAY","PC","A","2005",15.2759616418695,
"AUT","WAGELEVEL","LPAY","PC","A","2006",15.789915057348,
"AUT","WAGELEVEL","LPAY","PC","A","2007",16.1934824786558,
"AUT","WAGELEVEL","LPAY","PC","A","2008",15.8655557860972,
"AUT","WAGELEVEL","LPAY","PC","A","2009",16.0218084986964,
"AUT","WAGELEVEL","LPAY","PC","A","2010",16.4701128031366,
"AUT","WAGELEVEL","LPAY","PC","A","2011",16.0763005791486,
"AUT","WAGELEVEL","LPAY","PC","A","2012",16.0727266833728,
"AUT","WAGELEVEL","LPAY","PC","A","2013",15.8536380532999,
"AUT","WAGELEVEL","LPAY","PC","A","2014",15.8869886861039,
"AUT","WAGELEVEL","LPAY","PC","A","2015",15.8611061647495,
"AUT","WAGELEVEL","LPAY","PC","A","2016",15.4306909837204,
"AUT","WAGELEVEL","LPAY","PC","A","2017",15.1370649130179,
"AUT","WAGELEVEL","LPAY","PC","A","2018",14.9266828183379,
"AUT","WAGELEVEL","LPAY","PC","A","2019",14.7446410862766,
"AUT","WAGELEVEL","LPAY","PC","A","2020",14.6743424195433,
"BEL","WAGELEVEL","LPAY","PC","A","2004",6.29874025194961,
"BEL","WAGELEVEL","LPAY","PC","A","2005",6.6993300669933,
"BEL","WAGELEVEL","LPAY","PC","A","2006",6.2993700629937,
"BEL","WAGELEVEL","LPAY","PC","A","2007",5.6005600560056,
"BEL","WAGELEVEL","LPAY","PC","A","2008",3.99988000359989,
"BEL","WAGELEVEL","LPAY","PC","A","2009",3.7,
"BEL","WAGELEVEL","LPAY","PC","A","2010",4.3,
"BEL","WAGELEVEL","LPAY","PC","A","2011",5.4,
"BEL","WAGELEVEL","LPAY","PC","A","2012",6,
"BEL","WAGELEVEL","LPAY","PC","A","2013",4.60013203955377,
"BEL","WAGELEVEL","LPAY","PC","A","2014",3.4,
"BEL","WAGELEVEL","LPAY","PC","A","2015",4.6,
"BEL","WAGELEVEL","LPAY","PC","A","2016",4.1,
"BEL","WAGELEVEL","LPAY","PC","A","2017",5.5,
"BEL","WAGELEVEL","LPAY","PC","A","2018",9.2,
"BEL","WAGELEVEL","LPAY","PC","A","2019",11.5,
"BEL","WAGELEVEL","LPAY","PC","A","2020",12,
"CAN","WAGELEVEL","LPAY","PC","A","1997",21.880982179649,
"CAN","WAGELEVEL","LPAY","PC","A","1998",21.177603252845,
"CAN","WAGELEVEL","LPAY","PC","A","1999",23.0643019142477,
"CAN","WAGELEVEL","LPAY","PC","A","2000",23.250933612223,
"CAN","WAGELEVEL","LPAY","PC","A","2001",22.0236714127944,
"CAN","WAGELEVEL","LPAY","PC","A","2002",22.382220241102,
"CAN","WAGELEVEL","LPAY","PC","A","2003",22.0068583129789,
"CAN","WAGELEVEL","LPAY","PC","A","2004",22.4001299715378,
"CAN","WAGELEVEL","LPAY","PC","A","2005",21.3412406984552,
"CAN","WAGELEVEL","LPAY","PC","A","2006",22.5012407222861,
"CAN","WAGELEVEL","LPAY","PC","A","2007",22.0087817062064,
"CAN","WAGELEVEL","LPAY","PC","A","2008",22.1184321748919,
"CAN","WAGELEVEL","LPAY","PC","A","2009",20.6307930173176,
"CAN","WAGELEVEL","LPAY","PC","A","2010",21.2076834099696,
"CAN","WAGELEVEL","LPAY","PC","A","2011",21.5951235887348,
"CAN","WAGELEVEL","LPAY","PC","A","2012",21.8497443195449,
"CAN","WAGELEVEL","LPAY","PC","A","2013",20.9601247133061,
"CAN","WAGELEVEL","LPAY","PC","A","2014",22.4454281498186,
"CAN","WAGELEVEL","LPAY","PC","A","2015",22.1803473660353,
"CAN","WAGELEVEL","LPAY","PC","A","2016",22.3428150427257,
"CAN","WAGELEVEL","LPAY","PC","A","2017",22.0107809846944,
"CAN","WAGELEVEL","LPAY","PC","A","2018",20.6792952745909,
"CAN","WAGELEVEL","LPAY","PC","A","2019",19.3774776501261,
"CAN","WAGELEVEL","LPAY","PC","A","2020",18.6743125446917,
"CZE","WAGELEVEL","LPAY","PC","A","1996",16.9542109863328,
"CZE","WAGELEVEL","LPAY","PC","A","1997",17.1497902122456,
"CZE","WAGELEVEL","LPAY","PC","A","1999",17.6252438968093,
"CZE","WAGELEVEL","LPAY","PC","A","2001",17.4444417121084,
"CZE","WAGELEVEL","LPAY","PC","A","2002",18.3923204731658,
"CZE","WAGELEVEL","LPAY","PC","A","2003",19.0362273006795,
"CZE","WAGELEVEL","LPAY","PC","A","2004",19.6798782864496,
"CZE","WAGELEVEL","LPAY","PC","A","2005",20.0310956263525,
"CZE","WAGELEVEL","LPAY","PC","A","2006",19.7384172731667,
"CZE","WAGELEVEL","LPAY","PC","A","2007",19.6564655661961,
"CZE","WAGELEVEL","LPAY","PC","A","2008",19.7032947461146,
"CZE","WAGELEVEL","LPAY","PC","A","2009",20.042805677142,
"CZE","WAGELEVEL","LPAY","PC","A","2010",20.1832924309899,
"CZE","WAGELEVEL","LPAY","PC","A","2011",20.1530632397961,
"CZE","WAGELEVEL","LPAY","PC","A","2012",19.7500015800001,
"CZE","WAGELEVEL","LPAY","PC","A","2013",19.9500021945002,
"CZE","WAGELEVEL","LPAY","PC","A","2014",20.2600020260002,
"CZE","WAGELEVEL","LPAY","PC","A","2015",20.6500022715002,
"CZE","WAGELEVEL","LPAY","PC","A","2016",19.7600017784002,
"CZE","WAGELEVEL","LPAY","PC","A","2017",19.8700023844003,
"CZE","WAGELEVEL","LPAY","PC","A","2018",19.6800025584003,
"CZE","WAGELEVEL","LPAY","PC","A","2019",18.36,
"CZE","WAGELEVEL","LPAY","PC","A","2020",17.77,
"DNK","WAGELEVEL","LPAY","PC","A","2002",7.36122849771702,
"DNK","WAGELEVEL","LPAY","PC","A","2003",7.46181612589425,
"DNK","WAGELEVEL","LPAY","PC","A","2004",6.67957688875175,
"DNK","WAGELEVEL","LPAY","PC","A","2005",6.4025518213725,
"DNK","WAGELEVEL","LPAY","PC","A","2006",7.57261291359087,
"DNK","WAGELEVEL","LPAY","PC","A","2007",7.83927659106981,
"DNK","WAGELEVEL","LPAY","PC","A","2008",7.88824572304625,
"DNK","WAGELEVEL","LPAY","PC","A","2009",7.27732446593039,
"DNK","WAGELEVEL","LPAY","PC","A","2010",7.57778967074395,
"DNK","WAGELEVEL","LPAY","PC","A","2011",7.49137798746154,
"DNK","WAGELEVEL","LPAY","PC","A","2012",7.57251517367582,
"DNK","WAGELEVEL","LPAY","PC","A","2013",7.88625962900836,
"DNK","WAGELEVEL","LPAY","PC","A","2014",8.41933543002542,
"DNK","WAGELEVEL","LPAY","PC","A","2015",8.23666335549489,
"DNK","WAGELEVEL","LPAY","PC","A","2016",8.23258267523412,
"DNK","WAGELEVEL","LPAY","PC","A","2017",8.51944995079203,
"DNK","WAGELEVEL","LPAY","PC","A","2018",8.72529216888955,
"FIN","WAGELEVEL","LPAY","PC","A","2001",4.60413920379647,
"FIN","WAGELEVEL","LPAY","PC","A","2002",7.28614371650907,
"FIN","WAGELEVEL","LPAY","PC","A","2003",6.41170216655543,
"FIN","WAGELEVEL","LPAY","PC","A","2004",6.95710634285442,
"FIN","WAGELEVEL","LPAY","PC","A","2005",6.91340131252389,
"FIN","WAGELEVEL","LPAY","PC","A","2006",7.4813619093954,
"FIN","WAGELEVEL","LPAY","PC","A","2007",7.90949645911956,
"FIN","WAGELEVEL","LPAY","PC","A","2008",8.47315837603835,
"FIN","WAGELEVEL","LPAY","PC","A","2009",8.48211949443856,
"FIN","WAGELEVEL","LPAY","PC","A","2010",8.12301878027834,
"FIN","WAGELEVEL","LPAY","PC","A","2011",9.27104253736019,
"FIN","WAGELEVEL","LPAY","PC","A","2012",8.91338023164926,
"FIN","WAGELEVEL","LPAY","PC","A","2013",9.07225222869386,
"FIN","WAGELEVEL","LPAY","PC","A","2014",8.44907407407407,
"FIN","WAGELEVEL","LPAY","PC","A","2015",7.76817579982511,
"FIN","WAGELEVEL","LPAY","PC","A","2016",7.07586810853079,
"FIN","WAGELEVEL","LPAY","PC","A","2017",7.55308566616365,
"FIN","WAGELEVEL","LPAY","PC","A","2018",7.31696261103491,
"FIN","WAGELEVEL","LPAY","PC","A","2019",8.62715571672965,
"DEU","WAGELEVEL","LPAY","PC","A","1995",13.5554760695159,
"DEU","WAGELEVEL","LPAY","PC","A","1996",13.776317212292,
"DEU","WAGELEVEL","LPAY","PC","A","1997",14.1015683697079,
"DEU","WAGELEVEL","LPAY","PC","A","1998",15.2114979646625,
"DEU","WAGELEVEL","LPAY","PC","A","1999",15.5136088322748,
"DEU","WAGELEVEL","LPAY","PC","A","2000",15.6492063492311,
"DEU","WAGELEVEL","LPAY","PC","A","2001",16.410454111574,
"DEU","WAGELEVEL","LPAY","PC","A","2002",17.3299578020333,
"DEU","WAGELEVEL","LPAY","PC","A","2003",17.309779571646,
"DEU","WAGELEVEL","LPAY","PC","A","2004",17.5733649730773,
"DEU","WAGELEVEL","LPAY","PC","A","2005",17.3687259215329,
"DEU","WAGELEVEL","LPAY","PC","A","2006",18.2359837686858,
"DEU","WAGELEVEL","LPAY","PC","A","2007",17.7213154309792,
"DEU","WAGELEVEL","LPAY","PC","A","2008",17.290333938249,
"DEU","WAGELEVEL","LPAY","PC","A","2009",19.0390593855356,
"DEU","WAGELEVEL","LPAY","PC","A","2010",18.9309608698091,
"DEU","WAGELEVEL","LPAY","PC","A","2011",18.9015692074557,
"DEU","WAGELEVEL","LPAY","PC","A","2012",19.1009332196592,
"DEU","WAGELEVEL","LPAY","PC","A","2013",18.6147400653747,
"DEU","WAGELEVEL","LPAY","PC","A","2014",17.9977574016294,
"DEU","WAGELEVEL","LPAY","PC","A","2015",19.3072645463645,
"DEU","WAGELEVEL","LPAY","PC","A","2016",18.8495748796111,
"DEU","WAGELEVEL","LPAY","PC","A","2017",18.2056400574646,
"DEU","WAGELEVEL","LPAY","PC","A","2018",17.8328181659835,
"DEU","WAGELEVEL","LPAY","PC","A","2019",17.6354643612952,
"DEU","WAGELEVEL","LPAY","PC","A","2020",16.9838728085733,
"GRC","WAGELEVEL","LPAY","PC","A","2002",12.3333333333333,
"GRC","WAGELEVEL","LPAY","PC","A","2006",15.7777777777777,
"GRC","WAGELEVEL","LPAY","PC","A","2010",12.547619047619,
"GRC","WAGELEVEL","LPAY","PC","A","2014",15.9607843137254,
"GRC","WAGELEVEL","LPAY","PC","A","2018",16.4285714285714,
"GRC","WAGELEVEL","LPAY","PC","A","2019",15.3926496179361,
"GRC","WAGELEVEL","LPAY","PC","A","2020",14.4725859026947,
"HUN","WAGELEVEL","LPAY","PC","A","1995",19.94,
"HUN","WAGELEVEL","LPAY","PC","A","1996",21.0055823613112,
"HUN","WAGELEVEL","LPAY","PC","A","1997",21.8678805124363,
"HUN","WAGELEVEL","LPAY","PC","A","1998",21.9976953312571,
"HUN","WAGELEVEL","LPAY","PC","A","1999",22.6714076786994,
"HUN","WAGELEVEL","LPAY","PC","A","2000",23.41,
"HUN","WAGELEVEL","LPAY","PC","A","2001",21.74,
"HUN","WAGELEVEL","LPAY","PC","A","2002",21.67,
"HUN","WAGELEVEL","LPAY","PC","A","2003",22.69,
"HUN","WAGELEVEL","LPAY","PC","A","2004",22.95,
"HUN","WAGELEVEL","LPAY","PC","A","2005",23.09,
"HUN","WAGELEVEL","LPAY","PC","A","2006",23.11,
"HUN","WAGELEVEL","LPAY","PC","A","2007",21.16,
"HUN","WAGELEVEL","LPAY","PC","A","2008",20.79,
"HUN","WAGELEVEL","LPAY","PC","A","2009",21.79,
"HUN","WAGELEVEL","LPAY","PC","A","2010",21,
"HUN","WAGELEVEL","LPAY","PC","A","2011",19.99,
"HUN","WAGELEVEL","LPAY","PC","A","2012",17.39,
"HUN","WAGELEVEL","LPAY","PC","A","2013",16.81,
"HUN","WAGELEVEL","LPAY","PC","A","2014",18.65,
"HUN","WAGELEVEL","LPAY","PC","A","2015",19.78,
"HUN","WAGELEVEL","LPAY","PC","A","2016",19.55,
"HUN","WAGELEVEL","LPAY","PC","A","2017",15.72,
"HUN","WAGELEVEL","LPAY","PC","A","2018",15.97,
"HUN","WAGELEVEL","LPAY","PC","A","2019",20.2640643336244,
"HUN","WAGELEVEL","LPAY","PC","A","2020",19.8492493776121,
"ISL","WAGELEVEL","LPAY","PC","A","2002",7.38572775856649,
"ISL","WAGELEVEL","LPAY","PC","A","2006",7.33333333333333,
"ISL","WAGELEVEL","LPAY","PC","A","2010",6.45098039215686,
"ISL","WAGELEVEL","LPAY","PC","A","2014",8.22549019607843,
"ISL","WAGELEVEL","LPAY","PC","A","2018",7.5986394557823,
"IRL","WAGELEVEL","LPAY","PC","A","2002",16.4615384615384,
"IRL","WAGELEVEL","LPAY","PC","A","2006",18.094017094017,
"IRL","WAGELEVEL","LPAY","PC","A","2010",17.7154471544715,
"IRL","WAGELEVEL","LPAY","PC","A","2014",17.020202020202,
"IRL","WAGELEVEL","LPAY","PC","A","2018",14.9027777777777,
"IRL","WAGELEVEL","LPAY","PC","A","2019",17.9795540804576,
"ITA","WAGELEVEL","LPAY","PC","A","2002",5.66666666666666,
"ITA","WAGELEVEL","LPAY","PC","A","2006",8.18055555555555,
"ITA","WAGELEVEL","LPAY","PC","A","2010",8.14492753623188,
"ITA","WAGELEVEL","LPAY","PC","A","2014",4.64957264957264,
"ITA","WAGELEVEL","LPAY","PC","A","2018",3.71171171171171,
"ITA","WAGELEVEL","LPAY","PC","A","2019",4.88824731758168,
"ITA","WAGELEVEL","LPAY","PC","A","2020",4.30043949405224,
"JPN","WAGELEVEL","LPAY","PC","A","1995",15.3561965983311,
"JPN","WAGELEVEL","LPAY","PC","A","1996",15.3240651933218,
"JPN","WAGELEVEL","LPAY","PC","A","1997",15.1552341401151,
"JPN","WAGELEVEL","LPAY","PC","A","1998",14.7390748439868,
"JPN","WAGELEVEL","LPAY","PC","A","1999",14.5809688060692,
"JPN","WAGELEVEL","LPAY","PC","A","2000",14.5672018123413,
"JPN","WAGELEVEL","LPAY","PC","A","2001",14.5607890780324,
"JPN","WAGELEVEL","LPAY","PC","A","2002",14.4346853436161,
"JPN","WAGELEVEL","LPAY","PC","A","2003",14.4352889766612,
"JPN","WAGELEVEL","LPAY","PC","A","2004",14.2989622941202,
"JPN","WAGELEVEL","LPAY","PC","A","2005",16.0979625437333,
"JPN","WAGELEVEL","LPAY","PC","A","2006",16.0676552380493,
"JPN","WAGELEVEL","LPAY","PC","A","2007",15.4230477885897,
"JPN","WAGELEVEL","LPAY","PC","A","2008",15.0202243462162,
"JPN","WAGELEVEL","LPAY","PC","A","2009",14.6503614991195,
"JPN","WAGELEVEL","LPAY","PC","A","2010",14.4807769062202,
"JPN","WAGELEVEL","LPAY","PC","A","2011",14.4031779286605,
"JPN","WAGELEVEL","LPAY","PC","A","2012",14.2938225649812,
"JPN","WAGELEVEL","LPAY","PC","A","2013",14.2275596448058,
"JPN","WAGELEVEL","LPAY","PC","A","2014",13.9081733880832,
"JPN","WAGELEVEL","LPAY","PC","A","2015",13.4636703959383,
"JPN","WAGELEVEL","LPAY","PC","A","2016",12.6548018146652,
"JPN","WAGELEVEL","LPAY","PC","A","2017",12.3226056884127,
"JPN","WAGELEVEL","LPAY","PC","A","2018",12.1153969378755,
"JPN","WAGELEVEL","LPAY","PC","A","2019",11.7871279540516,
"JPN","WAGELEVEL","LPAY","PC","A","2020",10.88446642216,
"KOR","WAGELEVEL","LPAY","PC","A","1995",22.2553734076469,
"KOR","WAGELEVEL","LPAY","PC","A","1996",22.6379697729594,
"KOR","WAGELEVEL","LPAY","PC","A","1997",22.8774224205735,
"KOR","WAGELEVEL","LPAY","PC","A","1998",23.1369988006526,
"KOR","WAGELEVEL","LPAY","PC","A","1999",23.40730740438,
"KOR","WAGELEVEL","LPAY","PC","A","2000",24.5837366993823,
"KOR","WAGELEVEL","LPAY","PC","A","2001",24.2372232423956,
"KOR","WAGELEVEL","LPAY","PC","A","2002",24.4750127375079,
"KOR","WAGELEVEL","LPAY","PC","A","2003",24.2668327390644,
"KOR","WAGELEVEL","LPAY","PC","A","2004",24.201840986593,
"KOR","WAGELEVEL","LPAY","PC","A","2005",25.3705285650176,
"KOR","WAGELEVEL","LPAY","PC","A","2006",24.9358321890514,
"KOR","WAGELEVEL","LPAY","PC","A","2007",26.0421317325134,
"KOR","WAGELEVEL","LPAY","PC","A","2008",25.4708365561137,
"KOR","WAGELEVEL","LPAY","PC","A","2009",24.9913555727741,
"KOR","WAGELEVEL","LPAY","PC","A","2010",24.7094797778286,
"KOR","WAGELEVEL","LPAY","PC","A","2011",23.798238210863,
"KOR","WAGELEVEL","LPAY","PC","A","2012",23.9096329078154,
"KOR","WAGELEVEL","LPAY","PC","A","2013",24.6560474314148,
"KOR","WAGELEVEL","LPAY","PC","A","2014",23.7,
"KOR","WAGELEVEL","LPAY","PC","A","2015",23.5,
"KOR","WAGELEVEL","LPAY","PC","A","2016",23.5,
"KOR","WAGELEVEL","LPAY","PC","A","2017",22.3,
"KOR","WAGELEVEL","LPAY","PC","A","2018",19.0435686183441,
"KOR","WAGELEVEL","LPAY","PC","A","2019",16.9620432415201,
"KOR","WAGELEVEL","LPAY","PC","A","2020",15.96146924446,
"LUX","WAGELEVEL","LPAY","PC","A","2002",11.7555555555555,
"LUX","WAGELEVEL","LPAY","PC","A","2006",14.4861111111111,
"LUX","WAGELEVEL","LPAY","PC","A","2010",14.679012345679,
"LUX","WAGELEVEL","LPAY","PC","A","2014",10.5714285714285,
"LUX","WAGELEVEL","LPAY","PC","A","2018",11.0833333333333,
"NLD","WAGELEVEL","LPAY","PC","A","2002",9.54700854700854,
"NLD","WAGELEVEL","LPAY","PC","A","2006",9.30392156862744,
"NLD","WAGELEVEL","LPAY","PC","A","2010",7.84722222222222,
"NLD","WAGELEVEL","LPAY","PC","A","2014",6.88372093023255,
"NLD","WAGELEVEL","LPAY","PC","A","2018",6.36781609195402,
"NLD","WAGELEVEL","LPAY","PC","A","2019",6.48978277319179,
"NLD","WAGELEVEL","LPAY","PC","A","2020",5.90154858565998,
"NZL","WAGELEVEL","LPAY","PC","A","1997",13.2702444096613,
"NZL","WAGELEVEL","LPAY","PC","A","1998",13.1205562127805,
"NZL","WAGELEVEL","LPAY","PC","A","1999",12.2840470115988,
"NZL","WAGELEVEL","LPAY","PC","A","2000",11.7385590214536,
"NZL","WAGELEVEL","LPAY","PC","A","2001",12.2291286288944,
"NZL","WAGELEVEL","LPAY","PC","A","2002",13.6298254816871,
"NZL","WAGELEVEL","LPAY","PC","A","2003",13.2223600967587,
"NZL","WAGELEVEL","LPAY","PC","A","2004",13.1620069893098,
"NZL","WAGELEVEL","LPAY","PC","A","2005",12.4392987187495,
"NZL","WAGELEVEL","LPAY","PC","A","2006",14.6122360539735,
"NZL","WAGELEVEL","LPAY","PC","A","2007",13.4409200805122,
"NZL","WAGELEVEL","LPAY","PC","A","2008",12.5341807689995,
"NZL","WAGELEVEL","LPAY","PC","A","2009",12.8732435888459,
"NZL","WAGELEVEL","LPAY","PC","A","2010",12.7218537345488,
"NZL","WAGELEVEL","LPAY","PC","A","2011",13.6934746186501,
"NZL","WAGELEVEL","LPAY","PC","A","2012",13.5553003380428,
"NZL","WAGELEVEL","LPAY","PC","A","2013",14.0803059059014,
"NZL","WAGELEVEL","LPAY","PC","A","2014",13.8646701704426,
"NZL","WAGELEVEL","LPAY","PC","A","2015",13.8906294545685,
"NZL","WAGELEVEL","LPAY","PC","A","2016",11.1882100369871,
"NZL","WAGELEVEL","LPAY","PC","A","2017",12.0915964829274,
"NZL","WAGELEVEL","LPAY","PC","A","2018",8.50455856757083,
"NZL","WAGELEVEL","LPAY","PC","A","2019",7.01,
"NZL","WAGELEVEL","LPAY","PC","A","2020",8.26,
